word	word_meaning	word_pinyin	sentence	sentence_pinyin	sentence_meaning
			她在树枝上把自己的裙子扯烂了。		She ripped her dress on a branch.
			她站在镜子前。		She stood in front of the mirror.
			她停下来抽了根烟。		She stopped to smoke a cigarette.
			她给我讲了一个有趣的故事。		She told me an interesting story.
			她正要离开家。		She was about to leave the house.
			她被指责说了谎。		She was accused of telling a lie.
			她浑身酸痛。		She was aching from head to foot.
			她怕過馬路。		She was afraid to cross the road.
			她穿著深褐色的鞋子。		She was wearing dark brown shoes.
			她和男人一起工作。		She worked side by side with men.
			她问这怎么可能。		She's asking how that's possible.
			我们该不该再加点盐？		Should we add a little more salt?
			难道不该有人帮汤姆吗？		Shouldn't someone be helping Tom?
			你今天不是应该在学校的吗？		Shouldn't you be at school today?
			有些人只追求快乐。		Some people pursue only pleasure.
			我的车出了点事。		Something has happened to my car.
			聊胜于无。		Something is better than nothing.
			在波士顿正发生着什么事。		Something is happening in Boston.
			說英語很有趣。		Speaking English is a lot of fun.
			突然间，鸦雀无声。		Suddenly, everything fell silent.
			瑞士是一个中立的国家。		Switzerland is a neutral country.
			想吃多少饼干就吃多少。		Take as many cookies as you want.
			你想拿多少桃子就拿多少。		Take as many peaches as you like.
			慢慢来，没那么急。		Take your time. There's no hurry.
			谢谢你把我加为好友。		Thanks for adding me as a friend.
			病人随时会死。		That patient may die at any time.
			那架飞机五点起飞。		That plane will take off at five.
			她穿那件紅色的衣服很好看。		That red dress looks good on her.
			那是我生命中最美的一天。		That was the best day of my life.
			那不是一颗真正的钻石，对吗？		That's not a real diamond, is it?
			那是我在这里的另外一个理由。		That's the other reason I'm here.
			这就是我出生的村庄。		That's the village I was born in.
			美国与加拿大相邻。		The United States borders Canada.
			空調故障了。		The air conditioner doesn't work.
			观众深受感动。		The audience was deeply affected.
			鸟儿成群飞着。		The birds were flying in a group.
			桥在建造中。		The bridge is under construction.
			猫在椅子上睡觉。		The cat is sleeping on the chair.
			這隻狗穿過街道。		The dog walked across the street.
			办公室的门是黄色的。		The door of the office is yellow.
			历史课九点开始。		The history class starts at nine.
			女士们身着晚礼服。		The ladies were in evening dress.
			这里是湖最深的地方。		The lake is deepest at this spot.
			图书馆周日不开门。		The library is closed on Sundays.
			机器蒙上了一层灰。		The machine was coated with dust.
			影片得到的评价褒贬不一。		The movie received mixed reviews.
			这一消息证实了我的怀疑。		The news confirmed my suspicions.
			痛开始减轻了。		The pain has started to ease now.
			派对延期了一周。		The party was put off for a week.
			雨大得让我不能走。		The rain prevented me from going.
			她穿這套紅色的洋裝很好看。		The red dress looked good on her.
			谣言最后被证明是假的。		The rumor turned out to be false.
			食物的味道讓我餓了。		The smell of food made me hungry.
			大雪降低了能見度。		The snow was reducing visibility.
			桌上布满了粉末。		The table is covered with powder.
			城市安睡了。		The town was sleeping peacefully.
			墙上沾满了血。		The walls are covered with blood.
			有望会变晴。		The weather promises to clear up.
			全家都病倒了。		The whole family was sick in bed.
			年轻人应该尊敬老人。		The young should respect the old.
			他们的评论很有启发性。		Their comments were illuminating.
			他们的友情深深地感动了我们。		Their friendship moved us deeply.
			这湖里有许多鱼。		There are many fish in this lake.
			人生中有許多不可解的事物。		There are many mysteries in life.
			书桌上有几本书。		There are some books on the desk.
			我的袋子裡有草莓。		There are strawberries in my bag.
			桌子上有一臺電腦。		There is a computer on the table.
			写字台下是一只苹果。		There is an apple under the desk.
			十點鐘有一班火車。		There is the train at 10 o'clock.
			昨天下小雨。		There was a light rain yesterday.
			有一隻大蒼蠅在天花板上。		There's a big fly on the ceiling.
			再试也无济于事了。		There's no point in trying again.
			没办法。		There's nothing that can be done.
			这些人讨厌所有的外国人。		These people hate all foreigners.
			他们任命他为经理。		They appointed him as a director.
			他们在互相交谈。		They are talking with each other.
			他们错把他当成他的兄弟。		They mistook him for his brother.
			他们被埋在一座大坟墓里。		They were buried in a mass grave.
			他们被老师训斥了。		They were scolded by the teacher.
			他们会让我们知道发生了什么。		They'll let us know what happens.
			这个球是那个男孩的宝贝。		This ball is that boy's treasure.
			這件藍色毛衣很漂亮。		This blue sweater is very pretty.
			这本书对我来说很难读。		This book is hard for me to read.
			这本书值得再看一遍。		This book is worth reading again.
			这个洋娃娃是婶婶给我的礼物。		This doll is a gift from my aunt.
			这是一个例外。		This is an exception to the rule.
			這是他住的房子。		This is the house where he lived.
			这封信寄错地方了。		This letter is wrongly addressed.
			这个月我过得有点艰难。		This month was kind of difficult.
			這部電影值得再看一遍。		This movie is worth seeing again.
			这句话没意思。		This sentence doesn't make sense.
			这西装好像真的很贵。		This suit seems really expensive.
			這拉鍊卡卡的。		This zipper doesn't zip smoothly.
			可以相信他到什麼程度？		To what extent can he be trusted?
			汤姆和玛丽的家很乱。		Tom and Mary's home is cluttered.
			汤姆昨天晚上到了波士顿。		Tom arrived in Boston last night.
			汤姆没法压抑自己的怒火了。		Tom couldn't hold back his anger.
			汤姆不接受玛丽的道歉。		Tom didn't accept Mary's apology.
			汤姆似乎没有很难过。		Tom didn't seem to be very upset.
			汤姆没跟我说太多关于它的事。		Tom didn't tell me much about it.
			汤姆不知道怎样玩得开心。		Tom doesn't know how to have fun.
			汤姆不喜欢戴手表。		Tom doesn't like to wear a watch.
